user_id,signup_date,country,language,region_tier,age_group,primary_device,acquisition_channel,student_eligible,marketing_opt_in,music_persona
U000048,2025-01-11,DE,de,Tier 1,25-34,mobile_ios,app_store,0,0,playlist_builder
U000049,2025-02-27,DE,de,Tier 1,35-44,mobile_ios,paid_social,0,1,commute_listener
U000050,2025-08-21,US,en,Tier 1,35-44,mobile_ios,organic_search,0,0,discovery_seeker
U000051,2025-09-13,KR,ko,Tier 1,18-24,mobile_ios,paid_social,1,0,low_intent_new
U000052,2026-01-20,BR,pt,Tier 2,35-44,mobile_android,paid_social,0,0,discovery_seeker
U000053,2025-11-15,ES,es,Tier 2,18-24,mobile_ios,app_store,0,0,low_intent_new
U000054,2026-01-07,MX,es,Tier 2,35-44,desktop,app_store,0,0,casual_listener
U000055,2025-05-21,FR,fr,Tier 1,25-34,desktop,organic_search,0,1,low_intent_new
U000056,2025-03-07,ES,es,Tier 2,35-44,desktop,student_partner,0,0,discovery_seeker
U000057,2026-01-28,US,en,Tier 1,25-34,mobile_android,paid_social,0,1,discovery_seeker
U000058,2025-11-01,US,en,Tier 1,18-24,mobile_android,organic_search,0,0,commute_listener
U000059,2026-01-18,US,en,Tier 1,25-34,mobile_ios,influencer,0,1,playlist_builder
U000060,2025-08-07,UK,en,Tier 1,18-24,mobile_ios,paid_social,1,0,podcast_heavy
U000061,2025-07-27,UK,en,Tier 1,18-24,smart_speaker,organic_search,0,0,playlist_builder
U000062,2026-03-13,US,en,Tier 1,18-24,mobile_ios,organic_search,0,1,casual_listener
U000063,2025-05-07,JP,ja,Tier 1,35-44,mobile_ios,organic_search,0,1,casual_listener
U000064,2025-04-11,UK,en,Tier 1,18-24,mobile_ios,organic_search,1,0,casual_listener
U000065,2025-11-20,US,en,Tier 1,45-54,web,organic_search,0,1,discovery_seeker
U000066,2025-05-26,DE,de,Tier 1,18-24,mobile_ios,referral,0,0,commute_listener
U000067,2025-08-15,US,en,Tier 1,55+,mobile_android,paid_social,0,1,commute_listener
U000068,2025-06-10,BR,pt,Tier 2,55+,desktop,organic_search,0,0,casual_listener
U000069,2025-08-21,US,en,Tier 1,25-34,web,influencer,0,0,discovery_seeker
U000070,2025-10-08,KR,ko,Tier 1,55+,mobile_ios,organic_search,0,0,playlist_builder
U000071,2025-08-09,BR,pt,Tier 2,45-54,mobile_android,referral,0,0,podcast_heavy
U000072,2025-03-10,US,en,Tier 1,18-24,smart_speaker,paid_social,0,0,discovery_seeker
U000073,2026-01-01,US,en,Tier 1,45-54,mobile_ios,paid_social,0,0,low_intent_new
U000074,2025-12-25,JP,ja,Tier 1,13-17,mobile_ios,paid_social,0,1,discovery_seeker
U000075,2025-03-07,IN,en,Tier 2,18-24,mobile_ios,app_store,0,0,low_intent_new
U000076,2025-01-19,IN,en,Tier 2,25-34,mobile_android,influencer,0,1,discovery_seeker
U000077,2025-04-07,BR,pt,Tier 2,18-24,mobile_android,paid_social,1,1,discovery_seeker
U000078,2025-06-29,US,en,Tier 1,18-24,mobile_android,app_store,1,0,casual_listener
U000079,2025-03-01,UK,en,Tier 1,55+,mobile_android,student_partner,0,0,casual_listener
U000080,2025-07-29,US,en,Tier 1,55+,mobile_android,influencer,0,0,casual_listener
U000081,2026-01-29,MX,es,Tier 2,35-44,mobile_android,referral,0,1,discovery_seeker
U000082,2025-07-20,AU,en,Tier 1,25-34,smart_speaker,paid_social,0,1,podcast_heavy
U000083,2025-06-20,UK,en,Tier 1,45-54,mobile_android,organic_search,0,1,podcast_heavy
U000084,2025-07-16,US,en,Tier 1,18-24,mobile_ios,influencer,0,1,podcast_heavy
U000085,2025-12-30,US,en,Tier 1,45-54,mobile_ios,student_partner,0,1,discovery_seeker
U000086,2025-03-23,UK,en,Tier 1,18-24,mobile_android,influencer,0,0,social_listener
U000087,2025-01-09,IN,en,Tier 2,45-54,mobile_android,organic_search,0,1,discovery_seeker
U000088,2025-08-13,AU,en,Tier 1,25-34,mobile_android,email_campaign,0,1,podcast_heavy
U000089,2026-01-14,MX,es,Tier 2,55+,web,email_campaign,0,1,casual_listener
U000090,2025-03-11,CA,en,Tier 1,45-54,mobile_android,app_store,0,0,discovery_seeker
U000091,2025-11-30,US,en,Tier 1,45-54,mobile_ios,organic_search,0,1,casual_listener
U000092,2025-04-30,IN,en,Tier 2,25-34,smart_speaker,paid_social,0,1,discovery_seeker
U000093,2025-04-01,BR,pt,Tier 2,35-44,mobile_android,paid_social,0,1,casual_listener
U000094,2025-10-09,FR,fr,Tier 1,35-44,mobile_ios,paid_social,0,1,playlist_builder
U000095,2025-01-20,BR,pt,Tier 2,18-24,mobile_android,app_store,0,1,podcast_heavy
U000096,2026-02-15,DE,de,Tier 1,25-34,mobile_android,organic_search,0,0,discovery_seeker
U000097,2026-02-21,DE,de,Tier 1,18-24,mobile_android,paid_social,1,0,discovery_seeker
U000098,2025-10-17,CA,en,Tier 1,45-54,smart_speaker,app_store,0,0,discovery_seeker
U000099,2025-12-24,US,en,Tier 1,13-17,mobile_ios,organic_search,0,1,social_listener
U000100,2025-11-09,US,en,Tier 1,55+,mobile_ios,organic_search,0,0,social_listener
U000101,2025-03-23,US,en,Tier 1,25-34,web,referral,0,0,social_listener
U000102,2025-08-09,AU,en,Tier 1,18-24,mobile_ios,student_partner,1,0,casual_listener
U000103,2025-07-06,US,en,Tier 1,45-54,desktop,referral,0,0,discovery_seeker
U000104,2025-04-02,DE,de,Tier 1,13-17,mobile_ios,organic_search,0,1,casual_listener
U000105,2025-08-10,MX,es,Tier 2,25-34,desktop,organic_search,0,1,low_intent_new
U000106,2026-02-19,US,en,Tier 1,35-44,web,organic_search,0,0,casual_listener
U000107,2025-04-29,CA,en,Tier 1,18-24,mobile_ios,email_campaign,0,1,social_listener
U000108,2025-10-21,BR,pt,Tier 2,25-34,mobile_ios,app_store,0,0,discovery_seeker
U000109,2025-11-14,US,en,Tier 1,35-44,web,influencer,0,0,commute_listener
U000110,2025-07-20,US,en,Tier 1,55+,desktop,paid_social,0,1,low_intent_new
U000111,2025-04-04,US,en,Tier 1,18-24,mobile_ios,organic_search,0,0,casual_listener
U000112,2025-03-06,US,en,Tier 1,18-24,mobile_ios,app_store,1,1,commute_listener
U000113,2025-01-26,ES,es,Tier 2,25-34,mobile_android,student_partner,0,1,casual_listener
U000114,2025-09-25,BR,pt,Tier 2,25-34,desktop,organic_search,0,0,casual_listener
U000115,2025-08-22,AU,en,Tier 1,25-34,mobile_ios,paid_social,0,1,casual_listener
U000116,2026-01-10,MX,es,Tier 2,18-24,mobile_android,app_store,0,1,discovery_seeker
U000117,2025-10-09,BR,pt,Tier 2,25-34,mobile_ios,organic_search,0,0,social_listener
U000118,2025-11-12,US,en,Tier 1,45-54,mobile_android,paid_social,0,0,discovery_seeker
U000119,2026-02-23,MX,es,Tier 2,18-24,mobile_android,referral,1,0,playlist_builder
U000120,2025-07-18,DE,de,Tier 1,18-24,mobile_ios,referral,1,0,podcast_heavy
U000121,2025-03-13,BR,pt,Tier 2,25-34,mobile_ios,organic_search,0,0,podcast_heavy
U000122,2025-08-11,MX,es,Tier 2,13-17,mobile_android,app_store,0,1,casual_listener
U000123,2025-04-17,US,en,Tier 1,25-34,mobile_ios,app_store,0,1,commute_listener
U000124,2025-11-08,US,en,Tier 1,18-24,mobile_android,student_partner,0,1,discovery_seeker
U000125,2025-10-16,US,en,Tier 1,18-24,mobile_android,paid_social,1,0,casual_listener
U000126,2025-10-08,CA,en,Tier 1,25-34,mobile_android,app_store,0,0,casual_listener
U000127,2026-01-09,JP,ja,Tier 1,18-24,mobile_ios,student_partner,1,0,discovery_seeker
U000128,2026-01-18,MX,es,Tier 2,35-44,mobile_android,influencer,0,1,social_listener
U000129,2025-09-05,US,en,Tier 1,45-54,mobile_android,app_store,0,0,podcast_heavy
U000130,2025-11-26,DE,de,Tier 1,25-34,web,email_campaign,0,1,discovery_seeker
U000131,2025-11-27,CA,en,Tier 1,25-34,desktop,paid_social,1,1,low_intent_new
U000132,2025-11-30,US,en,Tier 1,13-17,mobile_android,organic_search,0,1,podcast_heavy
U000133,2025-03-20,US,en,Tier 1,35-44,mobile_ios,app_store,0,0,commute_listener
U000134,2025-03-08,UK,en,Tier 1,25-34,mobile_ios,paid_social,0,1,low_intent_new
U000135,2026-03-08,ES,es,Tier 2,13-17,desktop,student_partner,0,1,podcast_heavy
U000136,2025-09-04,UK,en,Tier 1,18-24,mobile_android,referral,1,0,casual_listener
U000137,2025-10-23,DE,de,Tier 1,18-24,mobile_ios,organic_search,1,1,discovery_seeker
U000138,2025-06-10,IN,en,Tier 2,18-24,web,app_store,0,1,discovery_seeker
U000139,2026-01-07,UK,en,Tier 1,25-34,web,organic_search,0,0,casual_listener
U000140,2025-02-13,KR,ko,Tier 1,45-54,desktop,student_partner,0,0,commute_listener
U000141,2025-05-08,KR,ko,Tier 1,35-44,mobile_ios,organic_search,0,0,low_intent_new
U000142,2025-11-07,US,en,Tier 1,25-34,mobile_ios,app_store,0,1,discovery_seeker
U000143,2025-12-31,DE,de,Tier 1,25-34,web,referral,1,0,casual_listener
U000144,2025-07-25,US,en,Tier 1,18-24,mobile_ios,organic_search,0,0,commute_listener
U000145,2025-09-23,US,en,Tier 1,25-34,desktop,referral,0,0,podcast_heavy
U000146,2026-02-06,US,en,Tier 1,18-24,web,paid_social,1,0,low_intent_new
U000147,2025-02-16,FR,fr,Tier 1,18-24,mobile_android,app_store,1,1,social_listener
U000148,2025-03-29,DE,de,Tier 1,25-34,mobile_android,organic_search,0,0,casual_listener
U000149,2025-09-06,US,en,Tier 1,25-34,mobile_ios,app_store,0,1,discovery_seeker
U000150,2025-09-01,US,en,Tier 1,13-17,mobile_android,organic_search,0,1,playlist_builder
U000151,2025-11-15,MX,es,Tier 2,13-17,mobile_ios,organic_search,0,0,commute_listener
U000152,2025-10-13,US,en,Tier 1,18-24,mobile_android,app_store,0,1,commute_listener
U000153,2025-12-16,US,en,Tier 1,25-34,mobile_ios,influencer,0,1,playlist_builder
U000154,2025-04-24,CA,en,Tier 1,18-24,mobile_android,app_store,1,0,playlist_builder
U000155,2025-12-17,KR,ko,Tier 1,13-17,mobile_android,paid_social,0,0,social_listener
U000156,2025-06-23,US,en,Tier 1,18-24,mobile_android,influencer,0,0,discovery_seeker
U000157,2025-06-30,IN,en,Tier 2,18-24,mobile_android,app_store,0,1,casual_listener
U000158,2025-02-25,BR,pt,Tier 2,45-54,desktop,paid_social,0,0,casual_listener
U000159,2025-10-24,US,en,Tier 1,18-24,mobile_android,organic_search,0,0,casual_listener
U000160,2025-03-09,IN,en,Tier 2,13-17,mobile_android,organic_search,0,0,casual_listener
U000161,2025-09-18,UK,en,Tier 1,25-34,web,paid_social,0,0,commute_listener
U000162,2026-02-17,AU,en,Tier 1,18-24,mobile_android,organic_search,0,1,commute_listener
U000163,2026-02-09,AU,en,Tier 1,25-34,mobile_ios,organic_search,0,1,casual_listener
U000164,2026-01-20,DE,de,Tier 1,18-24,mobile_ios,organic_search,1,1,casual_listener
U000165,2025-08-28,US,en,Tier 1,55+,mobile_android,organic_search,0,0,podcast_heavy
U000166,2026-02-02,JP,ja,Tier 1,55+,mobile_ios,organic_search,0,1,podcast_heavy
U000167,2025-01-22,UK,en,Tier 1,25-34,mobile_ios,app_store,0,1,social_listener
U000168,2026-01-03,US,en,Tier 1,35-44,mobile_ios,referral,0,1,low_intent_new
U000169,2025-06-04,US,en,Tier 1,25-34,mobile_android,app_store,0,0,discovery_seeker
U000170,2026-02-22,FR,fr,Tier 1,55+,web,paid_social,0,0,commute_listener
U000171,2026-01-08,IN,en,Tier 2,25-34,mobile_android,referral,0,1,discovery_seeker
U000172,2025-07-17,US,en,Tier 1,18-24,mobile_android,app_store,0,0,playlist_builder
U000173,2025-02-03,DE,de,Tier 1,18-24,mobile_ios,influencer,1,1,low_intent_new
U000174,2025-12-15,US,en,Tier 1,18-24,mobile_android,student_partner,0,1,low_intent_new
U000175,2025-02-22,AU,en,Tier 1,25-34,mobile_ios,app_store,0,1,social_listener
U000176,2026-01-08,US,en,Tier 1,18-24,mobile_ios,student_partner,0,0,podcast_heavy
U000177,2026-02-12,IN,en,Tier 2,25-34,mobile_android,app_store,0,0,casual_listener
U000178,2025-11-27,UK,en,Tier 1,18-24,mobile_ios,referral,0,0,discovery_seeker
U000179,2025-05-27,ES,es,Tier 2,45-54,mobile_ios,email_campaign,0,1,social_listener
U000180,2025-11-24,US,en,Tier 1,25-34,mobile_android,app_store,0,1,discovery_seeker
U000181,2025-05-04,UK,en,Tier 1,25-34,mobile_ios,paid_social,0,0,podcast_heavy
U000182,2025-08-25,US,en,Tier 1,25-34,web,app_store,0,0,discovery_seeker
U000183,2026-01-18,ES,es,Tier 2,45-54,desktop,paid_social,0,0,commute_listener
U000184,2025-01-31,MX,es,Tier 2,13-17,mobile_android,organic_search,0,1,casual_listener
U000185,2026-03-09,US,en,Tier 1,13-17,mobile_android,app_store,0,0,commute_listener
U000186,2025-11-28,AU,en,Tier 1,35-44,mobile_android,paid_social,0,0,social_listener
U000187,2025-11-29,JP,ja,Tier 1,35-44,mobile_android,app_store,0,0,social_listener
U000188,2025-04-19,DE,de,Tier 1,25-34,mobile_android,app_store,0,0,casual_listener
U000189,2025-09-18,DE,de,Tier 1,18-24,web,app_store,0,1,casual_listener
U000190,2026-01-13,US,en,Tier 1,18-24,desktop,app_store,0,0,casual_listener
U000191,2025-06-22,US,en,Tier 1,18-24,web,organic_search,1,1,playlist_builder
U000192,2026-02-07,MX,es,Tier 2,45-54,web,influencer,0,0,casual_listener
U000193,2026-02-11,MX,es,Tier 2,18-24,mobile_android,influencer,0,1,commute_listener
U000194,2025-09-07,AU,en,Tier 1,25-34,mobile_android,app_store,0,1,playlist_builder
U000195,2026-01-12,UK,en,Tier 1,35-44,mobile_android,paid_social,0,0,casual_listener
U000196,2025-12-21,UK,en,Tier 1,13-17,mobile_android,app_store,0,0,discovery_seeker
U000197,2025-02-20,IN,en,Tier 2,13-17,web,paid_social,0,0,casual_listener
U000198,2025-04-08,MX,es,Tier 2,18-24,mobile_ios,app_store,0,0,playlist_builder
U000199,2026-01-05,MX,es,Tier 2,35-44,web,organic_search,0,1,social_listener
U000200,2025-03-02,BR,pt,Tier 2,18-24,desktop,organic_search,1,0,discovery_seeker
U000201,2026-01-04,AU,en,Tier 1,13-17,mobile_ios,paid_social,0,1,social_listener
U000202,2025-07-25,US,en,Tier 1,18-24,mobile_android,app_store,1,1,discovery_seeker
U000203,2025-09-11,US,en,Tier 1,18-24,web,app_store,0,1,casual_listener
U000204,2025-04-16,MX,es,Tier 2,18-24,desktop,influencer,1,1,commute_listener
U000205,2025-07-21,FR,fr,Tier 1,18-24,mobile_ios,organic_search,0,1,casual_listener
U000206,2026-01-14,US,en,Tier 1,18-24,web,student_partner,0,0,commute_listener
U000207,2025-02-28,US,en,Tier 1,35-44,mobile_ios,app_store,0,0,casual_listener
U000208,2025-03-17,AU,en,Tier 1,18-24,mobile_ios,organic_search,1,0,playlist_builder
U000209,2025-07-02,US,en,Tier 1,25-34,mobile_ios,organic_search,1,1,casual_listener
U000210,2026-03-05,US,en,Tier 1,25-34,mobile_android,email_campaign,0,1,casual_listener
U000211,2025-08-16,DE,de,Tier 1,45-54,desktop,app_store,0,0,podcast_heavy
U000212,2025-06-05,IN,en,Tier 2,18-24,mobile_ios,organic_search,1,1,casual_listener
U000213,2025-08-22,AU,en,Tier 1,18-24,mobile_ios,paid_social,0,0,discovery_seeker
U000214,2025-05-10,US,en,Tier 1,45-54,mobile_ios,organic_search,0,1,discovery_seeker
U000215,2025-12-09,IN,en,Tier 2,35-44,mobile_android,influencer,0,1,low_intent_new
U000216,2026-02-12,US,en,Tier 1,18-24,desktop,app_store,0,1,playlist_builder
U000217,2025-07-25,UK,en,Tier 1,18-24,mobile_android,paid_social,1,1,low_intent_new
U000218,2025-09-09,IN,en,Tier 2,35-44,mobile_android,student_partner,0,1,low_intent_new
U000219,2025-12-20,AU,en,Tier 1,18-24,mobile_ios,email_campaign,0,0,commute_listener
U000220,2026-02-22,JP,ja,Tier 1,45-54,mobile_ios,influencer,0,0,commute_listener
U000221,2025-07-30,AU,en,Tier 1,55+,web,organic_search,0,1,playlist_builder
U000222,2025-06-05,FR,fr,Tier 1,18-24,web,app_store,0,0,playlist_builder
U000223,2025-12-13,US,en,Tier 1,35-44,mobile_ios,paid_social,0,0,casual_listener
U000224,2025-12-09,UK,en,Tier 1,25-34,mobile_android,organic_search,0,0,discovery_seeker
U000225,2025-05-27,US,en,Tier 1,35-44,mobile_ios,app_store,0,1,casual_listener
U000226,2025-09-12,US,en,Tier 1,25-34,mobile_android,influencer,1,1,casual_listener
U000227,2025-03-01,KR,ko,Tier 1,13-17,mobile_ios,organic_search,0,1,playlist_builder
U000228,2026-02-03,UK,en,Tier 1,35-44,mobile_android,paid_social,0,0,casual_listener
U000229,2026-01-10,MX,es,Tier 2,18-24,mobile_ios,organic_search,1,1,social_listener
U000230,2025-09-21,AU,en,Tier 1,45-54,desktop,paid_social,0,1,low_intent_new
U000231,2025-03-06,BR,pt,Tier 2,25-34,mobile_ios,paid_social,0,1,casual_listener
U000232,2026-01-21,DE,de,Tier 1,18-24,mobile_ios,student_partner,0,0,low_intent_new
U000233,2025-03-23,FR,fr,Tier 1,18-24,mobile_ios,student_partner,0,0,discovery_seeker
U000234,2025-08-23,DE,de,Tier 1,45-54,mobile_ios,organic_search,0,0,commute_listener
U000235,2026-02-18,US,en,Tier 1,18-24,mobile_android,student_partner,1,1,playlist_builder
U000236,2025-10-24,IN,en,Tier 2,35-44,mobile_ios,email_campaign,0,1,commute_listener
U000237,2026-01-14,US,en,Tier 1,18-24,web,influencer,1,1,playlist_builder
U000238,2025-09-04,US,en,Tier 1,25-34,web,student_partner,0,1,playlist_builder
U000239,2026-01-06,AU,en,Tier 1,45-54,desktop,paid_social,0,0,discovery_seeker
U000240,2025-12-24,US,en,Tier 1,13-17,web,paid_social,0,0,podcast_heavy
U000241,2026-01-22,ES,es,Tier 2,18-24,mobile_android,referral,1,0,casual_listener
U000242,2025-12-05,ES,es,Tier 2,45-54,mobile_android,organic_search,0,1,commute_listener
U000243,2026-03-03,ES,es,Tier 2,25-34,desktop,email_campaign,0,1,casual_listener
U000244,2025-04-26,UK,en,Tier 1,35-44,mobile_ios,app_store,0,1,commute_listener
U000245,2025-02-11,US,en,Tier 1,35-44,mobile_android,paid_social,0,0,playlist_builder
U000246,2025-03-12,ES,es,Tier 2,25-34,mobile_ios,paid_social,1,1,commute_listener
U000247,2025-12-19,CA,en,Tier 1,35-44,web,student_partner,0,1,casual_listener
U000248,2025-08-31,KR,ko,Tier 1,25-34,web,app_store,0,1,commute_listener
U000249,2026-01-26,KR,ko,Tier 1,25-34,mobile_ios,app_store,0,1,discovery_seeker
U000250,2025-06-25,MX,es,Tier 2,18-24,mobile_android,app_store,0,1,casual_listener
U000251,2025-10-10,US,en,Tier 1,45-54,mobile_android,influencer,0,1,playlist_builder
U000252,2025-08-16,UK,en,Tier 1,35-44,mobile_android,student_partner,0,0,discovery_seeker
U000253,2026-03-14,MX,es,Tier 2,18-24,mobile_ios,app_store,0,1,casual_listener
U000254,2025-09-18,US,en,Tier 1,25-34,mobile_ios,app_store,0,0,low_intent_new
U000255,2025-05-20,US,en,Tier 1,18-24,mobile_android,organic_search,0,0,casual_listener
U000256,2025-12-17,DE,de,Tier 1,25-34,mobile_android,paid_social,0,1,casual_listener
U000257,2025-06-23,ES,es,Tier 2,55+,mobile_ios,app_store,0,1,casual_listener
U000258,2025-01-05,IN,en,Tier 2,13-17,mobile_android,app_store,0,1,discovery_seeker
U000259,2026-03-14,FR,fr,Tier 1,55+,web,organic_search,0,0,casual_listener
U000260,2025-12-10,US,en,Tier 1,13-17,desktop,paid_social,0,1,playlist_builder
U000261,2025-07-26,FR,fr,Tier 1,25-34,mobile_android,app_store,0,0,social_listener
U000262,2025-11-08,KR,ko,Tier 1,25-34,mobile_android,influencer,0,1,playlist_builder
U000263,2025-10-08,US,en,Tier 1,18-24,mobile_android,app_store,0,0,commute_listener
U000264,2025-09-16,DE,de,Tier 1,25-34,mobile_ios,referral,1,0,playlist_builder
U000265,2025-04-27,MX,es,Tier 2,35-44,mobile_ios,paid_social,0,0,casual_listener
U000266,2025-06-22,IN,en,Tier 2,18-24,mobile_android,influencer,0,0,playlist_builder
U000267,2025-12-05,IN,en,Tier 2,13-17,mobile_android,student_partner,0,0,low_intent_new
U000268,2025-06-09,IN,en,Tier 2,25-34,mobile_ios,student_partner,0,1,social_listener
U000269,2025-09-12,UK,en,Tier 1,35-44,mobile_android,email_campaign,0,0,casual_listener
U000270,2026-02-14,US,en,Tier 1,55+,desktop,organic_search,0,1,playlist_builder
U000271,2026-02-25,BR,pt,Tier 2,18-24,mobile_ios,app_store,1,0,casual_listener
U000272,2025-11-12,JP,ja,Tier 1,45-54,mobile_ios,organic_search,0,0,podcast_heavy
U000273,2025-09-17,MX,es,Tier 2,25-34,mobile_ios,student_partner,0,0,playlist_builder
U000274,2025-10-16,ES,es,Tier 2,18-24,mobile_ios,referral,0,0,discovery_seeker
U000275,2025-06-04,DE,de,Tier 1,55+,mobile_android,influencer,0,0,playlist_builder
U000276,2026-02-02,DE,de,Tier 1,18-24,mobile_android,referral,0,1,commute_listener
U000277,2025-06-17,BR,pt,Tier 2,35-44,mobile_android,organic_search,0,1,commute_listener
U000278,2025-01-18,AU,en,Tier 1,35-44,mobile_android,organic_search,0,0,casual_listener
U000279,2025-03-28,IN,en,Tier 2,25-34,mobile_android,organic_search,0,0,discovery_seeker
U000280,2025-04-13,BR,pt,Tier 2,25-34,mobile_android,organic_search,0,0,casual_listener
U000281,2026-01-13,MX,es,Tier 2,25-34,mobile_android,app_store,0,0,discovery_seeker
U000282,2025-07-18,UK,en,Tier 1,18-24,mobile_android,paid_social,0,0,commute_listener
U000283,2025-08-08,UK,en,Tier 1,35-44,mobile_ios,student_partner,0,0,discovery_seeker
U000284,2025-11-28,US,en,Tier 1,45-54,mobile_android,paid_social,0,1,low_intent_new
U000285,2025-09-11,FR,fr,Tier 1,25-34,mobile_ios,organic_search,0,1,playlist_builder
U000286,2025-03-18,US,en,Tier 1,55+,mobile_ios,app_store,0,1,discovery_seeker
U000287,2025-10-29,CA,en,Tier 1,25-34,mobile_android,organic_search,1,0,discovery_seeker
U000288,2025-07-19,DE,de,Tier 1,25-34,mobile_ios,paid_social,0,0,casual_listener
U000289,2025-05-26,US,en,Tier 1,25-34,mobile_android,paid_social,0,0,playlist_builder
U000290,2026-01-28,FR,fr,Tier 1,18-24,mobile_android,app_store,1,1,commute_listener
U000291,2025-10-20,US,en,Tier 1,45-54,smart_speaker,organic_search,0,1,commute_listener
U000292,2025-05-02,US,en,Tier 1,35-44,mobile_android,referral,0,0,commute_listener
U000293,2025-10-03,JP,ja,Tier 1,45-54,mobile_ios,app_store,0,1,playlist_builder
U000294,2025-12-17,UK,en,Tier 1,25-34,mobile_android,influencer,0,0,low_intent_new
U000295,2025-05-06,US,en,Tier 1,45-54,mobile_ios,app_store,0,1,casual_listener
U000296,2025-04-17,DE,de,Tier 1,25-34,mobile_android,organic_search,0,0,casual_listener
U000297,2025-02-24,BR,pt,Tier 2,25-34,web,paid_social,0,0,social_listener
